lemma	pos	totaal	Delft	Deux	Leuven	Luther	SV1657	woordvormen
ogenblik	NOU	90	1	14	12	12	51	[ogenblick 1]; [ooghenblicke 2]; [ooghenblinck 1]; [oogenblick 54]; [Oogen-blick 1]; [oogen-blick 4]; [oghenblic 1]; [oogenblic 2]; [oogheblick 1]; [ooghenblic 1]; [oghenblick 5]; [oogen--blick 1]; [Oogenblick 1]; [ooghenblick 13]; [oogenblicken 2]
olie	NEPER	12	0	0	0	4	8	[Eliël 12]
olie	NOU	1013	177	160	211	161	304	[olie 490]; [oli 7]; [Olie 13]; [oliuen 10]; [olyen 26]; [alius 1]; [Noli 1]; [Oly 1]; [olyen. 1]; [olien 45]; [olie. 2]; [oliën 1]; [oly. 1]; [olye. 10]; [ooli 1]; [olijs. 2]; [ELihu 2]; [Elihu 4]; [olij 1]; [olye 358]; [Olye 6]; [olijs 9]; [oliue 3]; [aliis 1]; [Alij 1]; [Eliël 1]; [oly 14]; [olien. 1]
oliebad	NEPER	10	3	2	3	2	0	[ooliba 1]; [Elyaba 1]; [Eliaheba 2]; [Ooliba 1]; [Eliahba 1]; [eliaba 1]; [Eliaba 2]; [Elisaphat 1]
olieboom	NOU	26	4	19	0	3	0	[olyeboomen 1]; [Olyboomen 2]; [Olyboom 1]; [oliueboem 1]; [olye-boomen 3]; [olyboomen 7]; [olyueboem 1]; [olyboome 1]; [oliuebomen 1]; [oliboems. 1]; [olyboom 6]; [Olyboome 1]
olifant	NOU	12	10	0	0	1	1	[elyphants 1]; [Oliphant 1]; [olyfanten 1]; [oliphanten 1]; [elyphanten 4]; [oliphants 1]; [elyphant 2]; [elyphanten. 1]
olijf	NOU	39	16	2	3	1	17	[olyuen 9]; [olijuen. 1]; [olyue 3]; [Olijuen 1]; [Olijven 1]; [olyven 1]; [olijf 4]; [olijven 14]; [olijuen 5]
olijfbergh	NOU	25	0	0	0	0	25	[olijfbergh 25]
olijfboom	NOU	111	1	2	37	28	43	[olijfbooms 9]; [olyf-boom 2]; [Olijfboomen 1]; [olijfbomen 2]; [Olijfbooms 1]; [olijfboom 33]; [olijf-boom 14]; [olijfboomen 37]; [olyf-boomen 8]; [Olijf-boom 1]; [olijf-boomen 3]
olijfgaerden	NOU	13	0	0	8	0	5	[olijfgaerden 13]
olijvenpers	NOU	10	0	9	0	1	0	[olijfberch 1]; [olijf-persse 1]; [Olijfberchs 1]; [Olijfberch 7]
olim	NELOC	25	2	3	5	5	10	[Salim 8]; [Elim 15]; [helim 2]
olim	NEPER	17	1	4	2	6	4	[Elim 16]; [helim 1]
ombinden	NOU	12	0	0	11	1	0	[ombesnedenen 1]; [ombesneden 8]; [ombesnedene 2]; [om-binden 1]
ombinden	VRB	10	2	1	6	0	1	[onbonden 1]; [ombinden 1]; [ombesnedenen 1]; [ombondt 1]; [onbinden 1]; [ombesneden 5]
ombomen	NOU	12	1	0	11	0	0	[ombesmet 3]; [ombesmedt 1]; [ombesmetten 6]; [ombesmetter 1]; [ombesmette 1]
ombonken	ADJ	10	0	0	10	0	0	[ombekent 6]; [ombekende 4]
ombrengen	NOU	61	0	32	0	25	4	[ommebrenghen 2]; [om-brenge 2]; [ommeghebracht 4]; [ombrenghen 8]; [om-ghebracht 1]; [omghebracht 10]; [om-gebracht 8]; [om-brengen 8]; [ommebrenghe 1]; [omgebrachten 1]; [ombrenghet 2]; [om-brenget 2]; [om-bren-ge 1]; [om-brachte 1]; [ombrachten 2]; [ombrachte 2]; [ommegebracht 2]; [ombrengen 1]; [ombrenghe 1]; [om-bracht 2]
ombrengen	VRB	274	0	50	1	67	156	[ommebrenghen 1]; [om-brenge 1]; [ommeghebracht 1]; [ombrenghen 14]; [omgebracht. 2]; [Ombrengen 1]; [omghebracht 15]; [om-gebracht 28]; [om-brengen 23]; [ommebrenght 1]; [ombringhen 1]; [ombrenght 3]; [ombrengen. 3]; [ombrenghet 1]; [om-brachte 2]; [ombrenge 4]; [om-brengt 2]; [ombrachten 1]; [ommebrenghet 1]; [ombrachte 1]; [omgebrocht 1]; [ommebrochte 1]; [ommegebracht 1]; [ombrengen 64]; [omgebracht 95]; [ombrenghe 2]; [ombrengt 2]; [om-brachten 2]
ombrengen	NEPER	10	0	4	0	3	3	[ommebrenghen 2]; [om-brenge 1]; [ombrenghen 1]; [om-brengen 2]; [ombrachten 2]; [ombracht 1]; [ombrochte 1]
ombrengen	ADJ	16	0	9	0	4	3	[ommebrenghen 1]; [omgebrachte 1]; [ommeghebracht 1]; [ombrenghen 1]; [omghebracht 4]; [om-gebracht 1]; [om-brengen 1]; [ommebrengen 1]; [ombrenghet 1]; [om-brachte 1]; [ombrachten 2]; [ommebrochte 1]
omdat	CON	61	21	11	19	2	8	[Omdat 15]; [omdat 46]
omdrijven	VRB	11	0	3	0	4	4	[om-gedreven 3]; [omgedreven 4]; [omdrijft 1]; [om-drijven 1]; [ommedrijuen 1]; [omghedreuen 1]
omgaan	ADV_VRB	14	2	1	2	9	0	[om-gaen 4]; [omgheghaen 1]; [om-gaet 2]; [ommeghegaen 2]; [ommngaen 1]; [om-gegaen 2]; [omme-gaen 1]; [omghegaen 1]
omgaan	NOU	32	1	3	4	21	3	[om-gaen 12]; [omgingh 2]; [om-gingen 1]; [omgaest 1]; [omghinghen 1]; [om-gaet 4]; [ommegingen 1]; [ommegaen 2]; [ommeghinghen 1]; [omghaen 1]; [om-gae 2]; [om-gegaen 1]; [ommeghinck 1]; [omme-gaen 1]; [omghegaen 1]
omgaan	VRB	193	25	50	21	35	62	[om-gaen 14]; [ommegegaen 2]; [omgaende 8]; [omgingen 4]; [omgingh 2]; [omging 1]; [omghinghen 1]; [omghinc 4]; [omgaen 49]; [ommegaet 4]; [om-gaet 13]; [ommegingen 2]; [ommegaen. 1]; [ommegaen 27]; [ommeghegaen 1]; [omghinghe 1]; [omme-gaet 1]; [omgegaen 12]; [om-gegaen 2]; [omgaet. 1]; [omgaet 39]; [omghegaen 4]
omgang	NOU	119	24	3	55	4	33	[omgangen 1]; [omganc 38]; [om-gangh 1]; [omganck 44]; [om-ganck 2]; [ommegangen 3]; [ommegangh 16]; [omganghe 1]; [omgangh 13]
omgekeerd	ADJ	16	4	5	2	5	0	[omghekeert 2]; [Omgekeerd 1]; [om-gekeert 4]; [Omgekeerde 1]; [ommeghekeert 3]; [omgekeerde 4]; [om-gekeerde 1]
omgeven	VRB	23	1	5	0	6	11	[omgheuen 2]; [om-gaven 2]; [om-geven 3]; [omgeven 11]; [omgeuen 1]; [omgauen 2]; [omgevende 1]; [omgeven. 1]
omgorden	NOU	17	1	4	5	3	4	[om-gordt 2]; [Omgort 2]; [omgordinghe 1]; [ommegorden 1]; [omgordinge 2]; [omgort 2]; [om-gordet 1]; [ommegort 4]; [omgordt 1]; [omghegort 1]
omgorden	VRB	109	1	7	46	8	47	[omgegort 1]; [omgordende 1]; [om-gegordt 1]; [omgegordt 1]; [Omgort 2]; [omgort 45]; [omgordde 6]; [om-gordet 1]; [omgordden 1]; [omgorddet 2]; [om-gorden 2]; [omgordet 17]; [Omgordt 1]; [omgordt 16]; [om-gordde 1]; [omgorden 9]; [OMgordet 1]; [omghegort 1]
omhang	NOU	25	1	9	3	12	0	[omhangh 1]; [ommehanck 1]; [om-hangh 5]; [omhanghen 5]; [om-hangen 5]; [omhanck 6]; [ommehanghen 1]; [omhanghe 1]
omhangen	VRB	10	2	1	2	0	5	[omhangen 4]; [omhanghen 1]; [omgehangen 1]; [omhanghe 1]; [omghehanghen 1]; [omhanght 2]
omhelzen	VRB	66	8	5	15	7	31	[omhelsden 1]; [omhelsest 1]; [omhelsde 5]; [omhelse 2]; [omhelseden 1]; [Omhelsen 2]; [omhelsende 6]; [omhelst 21]; [omhelsede 3]; [omhelsen 18]; [omhelseden. 1]; [omhelstse 1]; [Omhelst 2]; [omhelset 1]; [ommehelsende 1]
omkeren	VRB	325	30	60	92	48	95	[omkeerden 5]; [ommekeerde 2]; [omkeeret 1]; [om-gekeeret 1]; [omkeert 7]; [omkerende 2]; [om-keert 4]; [omghekeeret 1]; [Ommekeeren 1]; [omkeren 6]; [omgekeeret 1]; [ommekeerden 1]; [omghekeert 80]; [ommegekeert 1]; [ommekeren 1]; [Omgekeerd 3]; [omgekeert 55]; [om-gekeert 12]; [omkeerde 18]; [Om-keeren 1]; [ommeghekeert 8]; [ommekeeren 13]; [omkeere 2]; [omkeerende 23]; [omgekeerd 6]; [ommekeerende 8]; [om-keerde 7]; [omme-keeren 1]; [om-keeren 18]; [omkeeren 36]
omkering	NOU	21	0	0	2	0	19	[omkeeringhen 1]; [omkeeringe 19]; [omkeeringen 1]
omkomen	ADJ	14	0	9	0	5	0	[ommequam 1]; [om-gekomen 2]; [omghekomen 1]; [ommeghekomen 4]; [om-quamen 1]; [om-komen 2]; [ommekoemt 2]; [omquamen 1]
omkomen	NOU	19	0	7	0	12	0	[ommequam 1]; [om-gekomen 4]; [omkome 1]; [omkoemt 1]; [om-kome 2]; [ommequamen 2]; [om-quamen 4]; [om-komen 1]; [omquamen 2]; [om-komen. 1]
omkomen	VRB	313	0	114	0	89	110	[omkomende 3]; [omkomen. 3]; [omgekomen 40]; [omkomen 130]; [om-komet 2]; [om-gekomen 20]; [Om-komen 1]; [omkome 7]; [omghekomen 7]; [omkoemt 2]; [omkomt 1]; [ommekomen 18]; [omquame 2]; [om-kome 1]; [ommeghekomen 2]; [Omkomen 1]; [ommekomen. 1]; [om-quamen 4]; [om-komen 53]; [omgekomen. 1]; [omkomet 8]; [om-quam 3]; [ommekomt 1]; [omquamen 2]
omleggen	VRB	13	4	0	9	0	0	[omlegghen 5]; [omleggen 1]; [omleyt 7]
omleiden	NOU	15	7	0	7	0	1	[omleidese 1]; [ommegheleydt 1]; [omleyden 1]; [omleiden 1]; [omgheleyt 1]; [omleidet 1]; [omleide 1]; [omleydt 5]; [omleit 3]
omleiden	VRB	20	12	0	8	0	0	[omleiden 8]; [omgheleit 1]; [omleidet 1]; [omleydde 1]; [omleydt 6]; [omleit 2]; [omleyde 1]
omliggend	ADJ	110	0	17	3	12	78	[om-liggende 10]; [omliggenden 7]; [omligghende 8]; [ommeligghende 1]; [omligghenden 1]; [Omligghende 1]; [Om-liggende 1]; [omlegghende 3]; [omliggende 78]
omloop	NOU	21	3	1	5	1	11	[omlop 1]; [ommeloop 11]; [om-loop 1]; [omloop 7]; [omlopen 1]
omlopen	VRB	29	0	3	4	3	19	[omloopende 4]; [omloopen 9]; [omloope 1]; [ommeloopende 1]; [om-loopt 1]; [omgheloopen 1]; [omloopt 9]; [ommeloopen 3]
ommegang	NOU	13	6	2	2	2	1	[ommeganghs 1]; [omme-ganck 2]; [ommeganck 4]; [ommeganc 5]; [ommeganghes 1]
ommeten	NEPER	13	3	0	4	5	1	[Ammihuds 5]; [Ammiuds 5]; [ammiuds 3]
omnium	NEPER	10	1	4	2	1	2	[Amunim 2]; [omnium 1]; [Numenium 6]; [numenium 1]
omrammen	NEPER	71	10	16	10	14	21	[Hamram 2]; [amram 8]; [amram. 2]; [Amram 43]; [Amrams 16]
omringelen	VRB	10	0	0	10	0	0	[Omringhelende 1]; [omringhelden 1]; [omringhelt 6]; [omringelt 2]
omringen	NOU	27	2	3	8	10	4	[omringhden 2]; [ommeringt 1]; [omringhet 5]; [om-ringde 1]; [omringinge 1]; [om-ringden 6]; [omrinc 1]; [om-ringen 2]; [omringhen 4]; [omringden 1]; [omringhde 1]; [om-ringt 1]; [omringhe 1]
omringen	VRB	107	1	19	23	8	56	[omringende 2]; [omringhden 10]; [omringet 3]; [omringhet 8]; [omringde 2]; [omringt 15]; [omringhende 1]; [om-ringet 1]; [om-ringen 2]; [omringhen 5]; [omringden 6]; [omringhde 2]; [omringen 24]; [om-ringt 1]; [omringht 25]
omrit	NOU	23	1	0	0	0	22	[Omri 21]; [Homri 1]; [ommerincs 1]
omsingelen	VRB	51	0	0	0	1	50	[omcingelde 2]; [omcingelden 6]; [omçingelen 1]; [omcingelt 22]; [Omcingelen 1]; [omcingelende 3]; [omcingelen 16]
omsingelen	NOU	25	0	0	0	7	18	[omcingelt 14]; [omcingele 1]; [om-cingelt 6]; [omcingelden 4]
omstander	NOU	10	0	0	0	0	10	[omstanderen 1]; [omstanders 9]
omstandigheid	NOU	28	0	0	0	2	26	[omstandigheden 23]; [omstandigheyt 5]
omsteken	PRN	20	3	0	9	2	6	[onsteken 20]
omsteken	VRB	23	1	1	20	0	1	[onstekende 2]; [onsteken 20]; [onsteect 1]
omstoten	VRB	15	0	3	5	2	5	[omgestooten 3]; [om-gestooten 1]; [om-stiet 1]; [omstooten 2]; [omghestooten 7]; [ommestooten 1]
omtrent	ADP	336	46	19	63	47	161	[ONtrent 1]; [ontrent 196]; [omtrent 129]; [Ontrent 7]; [Omtrent 3]
omtrent	ADV	648	71	49	82	77	369	[ONtrent 1]; [ontrent 461]; [omtrent 180]; [Ontrent 3]; [Omtrent 3]
omvangen	NOU	46	0	7	24	9	6	[ommeuinghen 1]; [om-vinghse 1]; [ommeuanghen 1]; [omvingh 5]; [omuinckse 1]; [om-vangen 3]; [omuangen 1]; [omuangest 1]; [omvanghen 2]; [om-vinck 1]; [omvinghse 2]; [omuanghen 24]; [om-vingen 3]
omvangen	VRB	65	1	7	23	8	26	[omvingen 1]; [omuanghende 2]; [omvingh 1]; [om-vangen 4]; [omuangen 3]; [onfanghen 4]; [omvanghen 1]; [ommeuangen 1]; [omvangen 23]; [omvangende 3]; [omvanghende 1]; [onuanghen 1]; [onfangen 1]; [omuanghen 18]; [omvangt 1]
omvatten	VRB	10	1	0	1	0	8	[omvatt 6]; [omvatten 1]; [omvat 3]
omvoeren	VRB	14	1	1	1	2	9	[ommegheuoert 1]; [omgheuoert 1]; [omgevoert 6]; [omvoeren 4]; [om-gevoert 1]; [omvoerden 1]
omwenden	VRB	31	0	4	0	8	19	[omwendde 1]; [omgewendt 5]; [omgewent 2]; [om-gewendt 1]; [omwenden 12]; [omwende 2]; [om-wenden 7]; [ommegewendt 1]
omwerpen	NOU	36	10	2	20	2	2	[omworpen 4]; [ommegheworpen 2]; [omworpinghe 1]; [omwerpsel 1]; [omgheworpen 16]; [omwerpens 1]; [omwerp 1]; [ommewerpinghe 1]; [om-werpen 2]; [omgeworpen 1]; [omwerping 1]; [ommeworpen 1]; [omwerpinghe 3]; [ommewerpinge 1]
omwerpen	VRB	68	17	2	33	2	14	[omworpen 5]; [omwierp 1]; [ommewarp 1]; [omwerpende 1]; [ommegeworpen 1]; [omgheworpen 30]; [om-werpen 1]; [omwerpen 10]; [omgeworpen 14]; [ommewerpen 4]
omwinden	VRB	14	6	0	6	0	2	[omwinden 2]; [omwonde 1]; [omwindt 1]; [omwonden 10]
omzetten	VRB	12	3	0	2	0	7	[omgheset 1]; [omset 3]; [omsetten 4]; [omgesett 1]; [omsedt 1]; [omgeset 2]
omzien	NOU	17	2	2	0	2	11	[omsiet 1]; [omsien 6]; [ommesien 2]; [Amzi 6]; [omsiende 2]
omzien	VRB	18	1	1	8	3	5	[omsiet 1]; [ommesiende 4]; [omghesien 1]; [ommesien 3]; [ommeghesien 1]; [omsiende 3]; [om-sien 3]; [omgesien 2]
omzwerven	NOU?	11	0	0	0	0	11	[omswervende 3]; [omswerven 8]
onaangenaam	ADJ	11	0	1	0	0	10	[onaengenamen 1]; [onaengename 2]; [on-aengename 1]; [on-aengenaem 2]; [onaenghename 1]; [onaengenaem 4]
onaangezien	CON	18	0	0	0	0	18	[onaengesien 17]; [Onaengesien 1]
onaardig	ADJ	10	0	3	0	5	2	[onaerdich 2]; [on-aerdige 2]; [On-aerdige 1]; [onaerdigh 2]; [onaerdiger 2]; [onaerdige 1]
onachtzaam	ADJ	10	0	2	0	0	8	[onachtsamen 1]; [onachtsame 2]; [onachtsaem 7]
onachtzaamheid	NOU	15	0	5	0	0	10	[onachtsaemheyt 14]; [onachtsaemheydt 1]
onanie	NELOC	21	1	7	5	3	5	[ANania 1]; [Anania 17]; [Ananias 1]; [anania 1]; [AnanIa 1]
onanie	NOU	18	5	1	3	1	8	[anania. 1]; [Ananias 6]; [Ananie 7]; [ananya 1]; [ananias. 1]; [anania 2]
onanie	NEPER	99	19	20	15	16	29	[anania. 1]; [Anania 4]; [Ananyas 1]; [Ananias 70]; [Ananie 5]; [ananias 10]; [ananie 6]; [ananias. 1]; [anania 1]
onbandig	ADJ	11	0	3	0	1	7	[ongebandich 1]; [onghebandich 1]; [onbandighe 1]; [Onbandigh 1]; [onbandigh 4]; [onbandige 3]
onbarmhartig	ADJ	37	0	10	0	12	15	[onbarmhertigh 13]; [Onbarmhertigh 2]; [onbarmhertige 8]; [onbarmhertigen 4]; [onbarmhertich 7]; [on-barmhertigh 1]; [onbarmhertighen 2]
onbarmhartigheid	NOU	24	0	6	0	6	12	[onbermhertigheyt 1]; [Onbarmhertigheyt 3]; [onbarmherticheyt 5]; [onbarmhertigheyt 13]; [onbarmhertigheyt. 1]; [onbarmhertigheydt 1]
onbedacht	ADJ	13	0	5	0	1	7	[onbedachter 1]; [onbedacht 4]; [onbedachten 1]; [onbedachts 2]; [onbedachte 5]
onbedachtelijk	ADV	14	0	0	1	2	11	[onbedachtelijck 3]; [onbedachtelick 11]
onbedachtzaamheid	NOU	10	0	1	0	0	9	[onbedachtsaemheyt 10]
onbegraven	ADJ	10	0	1	0	2	7	[onbegrauen 1]; [onbegraven. 1]; [onbegraven 8]
onbegrijpelijk	ADJ	65	6	10	6	3	40	[onbegrijplick 3]; [onbegrijpelijcke 3]; [onbegrijpelijk 3]; [onbegrijpelijck 3]; [Onbegrijpelic 1]; [onbegrijpelick 21]; [onbegripelijc 1]; [onbegrijplicke 6]; [onbegripelike 2]; [onbegrypelijcke 1]; [onbegripelic 1]; [onbegrijpelic 1]; [onbegrypelijck 1]; [onbegrijpelicke 16]; [onbegrijpelicker 2]
onbehoorlijk	ADJ	45	1	5	6	2	31	[onbehoorlick 14]; [onbeheerlick 1]; [onbehoorlicken 2]; [onbehoorlijck 5]; [onbehoorlicke 15]; [onbehoorlicks 4]; [onbehoerlic 1]; [onbehoorlijcke 3]
onbekend	ADJ	176	6	22	12	29	107	[ONBEKENDEN 1]; [Onbekent 1]; [onbekendt 3]; [onbekende 54]; [onbekent 96]; [onbekent. 2]; [onbekender 1]; [onbekenden 15]; [Onbekende 1]; [onbekend 1]; [on-bekent 1]
onbekwaam	ADJ	57	1	3	0	9	44	[onbequamer 2]; [on-bequaem 1]; [onbequame 6]; [onbequam 1]; [onbequaem 47]
onberijmd	NEPER	27	1	8	3	6	9	[Abarim 24]; [Haberim 2]; [abarim 1]
onberijmd	NOU	15	3	4	1	4	3	[Abarim 12]; [abarim 3]
onberispelijk	ADJ	31	0	0	3	8	20	[onberispelijc 1]; [onberispelick 17]; [onberispelijck 9]; [onberispelicke 3]; [onberispelijcke 1]
onbeschaamd	ADJ	63	0	14	0	17	32	[onbeschaemde 20]; [onbeschaemt 28]; [on-beschaemt 1]; [Onbeschaemt 1]; [onbeschaemt. 1]; [onbeschaemder 5]; [onbeschaemden 6]; [onbeschaemste 1]
onbeschadigd	ADJ	15	0	2	0	3	10	[onbeschadight 10]; [onbeschadicht 2]; [onbeschadigt 3]
onbeschaemdelick	ADJ	17	0	0	0	0	17	[onbeschaemdelick 17]
onbeschroomd	ADJ	22	0	0	0	7	15	[Onbeschroomt 1]; [onbeschroomt 21]
onbesmet	ADJ	111	63	4	37	0	7	[onbesmetten 9]; [onbesmets 1]; [onbesmette 39]; [onbesmedt 2]; [onbesmit 3]; [onbesmet. 1]; [onbesmet 56]
onbesneden	ADJ	204	29	43	23	41	68	[onbesneden 111]; [onbesnedenen 37]; [onbesnede 1]; [onbesneder 1]; [onbesnedene 50]; [onbesnedene. 1]; [obesneden 1]; [Onbesneden 2]
onbesnedenheid	NOU	17	0	1	16	0	0	[onbesnedenheit 1]; [onbesnedenheyt 16]
onbestendig	ADJ	11	0	3	0	2	6	[onbestandigh 1]; [onbestandighe 1]; [onbestandich 1]; [onbestandige 2]; [onbestendige 3]; [onbestendigh 3]
onbetamelijk	ADJ	25	1	1	0	0	23	[onbetamelicke 4]; [onbetaemlick 1]; [onbetamelicks 3]; [onbetaemlicke 1]; [onbetamelics 1]; [onbetamelick 15]
onbevlekt	ADJ	36	0	9	1	9	17	[onbevleckt 16]; [Onbevleckt 1]; [onbeulecte 1]; [onbeulect 1]; [onbeuleckten 2]; [onbevleckten 1]; [Onbevleckte 1]; [onbevleckte 7]; [onbeuleckt 6]
onbeweeglijk	ADJ	35	0	6	1	6	22	[onbevveeghlick 1]; [onbeweghelicke 1]; [onbeweghelijcke 1]; [onbeweeghlick 11]; [onbeweeghlickste 1]; [onbeweghelick 4]; [onbewegelijck 3]; [onbeweeglick 1]; [onbeweeghlicken 1]; [onbewegelick 5]; [onbeweeglijck 1]; [onbewegelicke 1]; [onbeweeglijcke 1]; [onbeweegelijck 1]; [onbeweeghlicke 2]
onbewoond	ADJ	20	0	1	1	1	17	[onbewoonden 1]; [onbewoont 14]; [onbewoonde 5]
onbezind	ADJ	18	0	18	0	0	0	[onbesinneden 7]; [onbesint 1]; [onbesinnet 4]; [onbesinden 1]; [onbesinnede 5]
onbillijk	ADJ	37	0	22	0	7	8	[onbilllich 1]; [onbillicken 14]; [onbillicke 5]; [onbillijcke 2]; [onbillich 1]; [onbillick 9]; [onbillijck 5]
onbillijkheid	NOU	27	0	23	0	1	3	[onbillicheydt 1]; [onbillicheyt 20]; [onbillijckheyt 1]; [onbillickheyt 4]; [Onbilicheydt 1]
onboetvaardig	ADJ	34	0	2	0	8	24	[onboetveerdigen 6]; [onboetveerdige 18]; [onboetveerdigh 8]; [onboetueerdighen 2]
onboetvaardigheid	NOU	18	0	1	0	1	16	[onboetueerdicheyt 1]; [Onboetveerdigheyt 1]; [onboetveerdigheyt 16]
ondaad	VRB	22	22	0	0	0	0	[ondede 19]; [ondaden. 1]; [ondeden 1]; [ondeedse 1]
ondankbaar	ADJ	37	0	9	1	6	21	[ondancbaer 3]; [ondanckbare 14]; [Ondanckbare 1]; [ondanckbaer 19]
ondankbaar	NOU	14	0	4	2	2	6	[ondanckbaren 9]; [ondanckbare 3]; [ondancbaren 2]
ondankbaarheid	NOU	106	0	18	2	15	71	[ondackbaerheyt 1]; [ondancbaerheyt 3]; [ondanckbaerheyt 91]; [ondanckbaerheydt 5]; [Ondanckbaerheyt 5]; [On-danckbaerheyt 1]
onder	VRB	49	4	6	3	8	28	[onder. 1]; [onder 48]
onder	ADV	347	11	43	32	51	210	[onder 345]; [Onder 2]
onder	NOU	52	3	13	4	8	24	[onders 1]; [onder 40]; [Onder 11]
onder	ADP	11414	722	2169	1056	2298	5169	[ONder 3]; [onders 1]; [onder 11089]; [onder. 1]; [Onder 320]
onderdaan	NOU	49	0	9	0	10	30	[Onderdanen 2]; [onderdanen 47]
onderdaan	ADJ	62	17	12	8	14	11	[onderdanen 18]; [Onderdanen 2]; [Onderdaen 1]; [onderdane 1]; [onderdaen 40]
onderdanig	ADV	28	1	5	21	1	0	[onder-danigh 1]; [onderdanich 27]
onderdanig	ADJ	279	13	49	114	66	37	[onder-danigh 3]; [onderdanige 1]; [Onderdanich 1]; [onderdanigh 97]; [onderdanighe 2]; [Onderdanigh 2]; [onderdanich 173]
onderdanigheid	NOU	36	0	6	5	1	24	[onderdanicheyt 10]; [onderdanigheyt 25]; [Onderdanicheyt 1]
onderdeel	NOU	13	4	3	5	0	1	[onderdeel 7]; [onderdelen 6]
onderdoen	VRB	13	10	0	0	3	0	[onderdoende. 1]; [onderdoen 1]; [onderghedaen 2]; [onder-gedaen 3]; [ondersteden 6]
onderdrukken	NOU	15	0	3	0	3	9	[onderdruct 1]; [onder-druckster 1]; [onderdruckte 3]; [onder-druckten 1]; [onderdrucken 4]; [onderdruckten 4]; [onder-druckte 1]
onderdrukken	VRB	65	0	7	1	20	37	[onderdruckende 1]; [onderdruckt 7]; [onder-drucket 3]; [onder-druckten 1]; [onderdrucken 39]; [nederdruckende 1]; [onder-druckt 8]; [onder-drucken 5]
onderdrukken	ADJ	67	0	15	0	5	47	[onderdrucket 6]; [onderdruct 1]; [onderdruckt 49]; [onderdruckte 2]; [onderdrucktese 1]; [onderdrucken 5]; [onderdruckten 3]
onderdrukker	NOU	12	0	1	0	2	9	[onderdruckers 6]; [onderdrucker 4]; [onder-drucker 2]
onderdrukking	NOU	41	0	3	0	2	36	[onderdruckinge 32]; [Onder-druckinge 1]; [Onderdruckinge 1]; [onder-druckinge 1]; [onderdruckingh 1]; [onderdruckinghe 1]; [onderdruckingen 4]
ondergaan	VRB	151	22	50	16	57	6	[ondergae 1]; [onderghinck 6]; [onderging 1]; [nederghingen 1]; [ondergaet 8]; [onderginc 2]; [onderga 1]; [ondergaen. 1]; [onderginck 3]; [onderghegaen 15]; [onder-gaen 32]; [onder-gegaen 12]; [ondergingen 1]; [onderginge 1]; [onderghinc 2]; [ondergegaen 2]; [ondergingh 1]; [ondergaen 48]; [nedergheghaen 1]; [onder-ginck 2]; [nederghegaen 4]; [onder-gaet 5]; [nederghinghen 1]
ondergang	NOU	269	2	15	19	36	197	[onderganck 37]; [ondergangh. 1]; [ondergang 1]; [Onderganck 3]; [onder-ganck 18]; [Ondergangh 2]; [onderganghs 5]; [ondergangh 192]; [ondergangs 1]; [onderganghe 3]; [onderganc 4]; [ondergancks 2]
ondergang	VRB	20	10	0	4	1	5	[onder-ganck 1]; [ondergangh 5]; [onderganghe 1]; [onderganc 10]; [onderganc. 3]
ondergraven	VRB	15	2	1	6	2	4	[ondergrouen 2]; [ondergrauen 6]; [onder-graven 2]; [ondergravende 1]; [ondergrauende 1]; [ondergraven 3]
onderhorig	ADJ	50	0	0	0	3	47	[onderhoorige 47]; [onder-hoorige 3]
onderhoud	NOU	76	0	1	13	3	59	[onderhoud 3]; [Onderhoudt 8]; [Onderhout 1]; [ONderhoudt 1]; [onderhoudt 53]; [onderhoudts 1]; [onderhout 9]
onderhouden	NOU	15	0	0	0	11	4	[onderhoudet 1]; [Onderhieldt 1]; [Onderhoudet 2]; [onder-hield 1]; [onderhoudster 1]; [Onder-houdt 2]; [onder-houdt 7]
onderhouden	VRB	611	1	35	149	44	382	[onder-hielden 1]; [onderhoud 2]; [onderhieldt 6]; [onderhoudet 1]; [onderhielden 15]; [onderhoude 16]; [onder-houde 2]; [onderhiel 5]; [onderhouden 386]; [onderhouden. 5]; [onderhoudt 124]; [onder-hielt 1]; [onder-hou-den 1]; [onderhoudt. 2]; [onderhielen 2]; [onder-houden 8]; [onderhoudest 1]; [onderhout 5]; [onderhielt 6]; [onder-houdt 6]; [onderhoudende 16]
onderhouden	VRB_PRN	10	0	0	1	3	6	[onderhoudet 7]; [onderhieldtse 1]; [onderhieltse 1]; [onder-hieldtse 1]
onderhouder	NOU	11	0	1	1	0	9	[Onderhouders 1]; [onderhouder 6]; [Onderhouder 3]; [onderhouders 1]
onderhouding	NOU	164	0	13	2	6	143	[onderhoudinge 141]; [onder-houdinge 3]; [onderhoudinghen 3]; [onderhoudinghe 13]; [onderhoudingen 3]; [onderhoudinge. 1]
onderkennen	VRB	23	2	1	3	1	16	[onder-kennen 1]; [onderkennen 12]; [onderkende 2]; [onderkenden 2]; [onderkent 6]
onderling	VRB	16	12	0	4	0	0	[onderlinghe 11]; [onderlinghen 2]; [onderlinge. 1]; [onderlinghe. 2]
onderling	ADJ	60	7	0	2	1	50	[onderlinghe 2]; [onderlinghen 1]; [onderlinge 46]; [onderlingen 11]
onderling	NOU	18	11	0	3	1	3	[onderlinghe 14]; [onderlingh 3]; [onderlingen 1]
